estrato;talhao;parc;x;y;idade;vol
regiao01;T01;1;723607,1121;7953328,235;3;129,2891
regiao01;T01;1;723607,1121;7953328,235;3,24;138,8052
regiao01;T01;1;723607,1121;7953328,235;4,4;157,9952
regiao01;T01;1;723607,1121;7953328,235;7,39;324,5124
regiao01;T01;2;723607,1121;7953120,151;2,53;109,3482
regiao01;T01;2;723607,1121;7953120,151;3,91;162,2904
regiao01;T01;2;723607,1121;7953120,151;7,46;322,3284
regiao01;T01;3;723815,1964;7952079,729;2,83;130,1086
regiao01;T01;3;723815,1964;7952079,729;3,83;134,4325
regiao01;T01;3;723815,1964;7952079,729;4,27;176,2175
regiao01;T01;3;723815,1964;7952079,729;5,06;197,0549
regiao01;T01;3;723815,1964;7952079,729;6,67;249,0681
regiao01;T01;3;723815,1964;7952079,729;7,59;296,7351
regiao01;T01;4;723815,1964;7952912,066;2,66;92,874
regiao01;T01;4;723815,1964;7952912,066;4,3;140,2873
regiao01;T01;4;723815,1964;7952912,066;6,45;242,5641
regiao01;T01;5;724023,2807;7951871,645;2,68;80,9317
regiao01;T01;5;724023,2807;7951871,645;3,21;139,9268
regiao01;T01;5;724023,2807;7951871,645;4,27;223,9888
regiao01;T01;5;724023,2807;7951871,645;5,49;254,6742
regiao01;T01;5;724023,2807;7951871,645;6,05;264,5661
regiao01;T01;6;723815,1964;7953952,488;2,54;76,284
regiao01;T01;6;723815,1964;7953952,488;3,66;184,2535
regiao01;T01;6;723815,1964;7953952,488;4,51;197,5534
regiao01;T01;6;723815,1964;7953952,488;6,94;226,839
regiao01;T01;7;724023,2807;7952703,982;2,75;133,5249
regiao01;T01;7;724023,2807;7952703,982;3,73;174,1725
regiao01;T01;7;724023,2807;7952703,982;4,88;192,8631
regiao01;T01;7;724023,2807;7952703,982;5,62;252,3374
regiao01;T01;7;724023,2807;7952703,982;6,75;252,5312
regiao01;T01;7;724023,2807;7952703,982;7,35;348,773
regiao01;T01;8;723815,1964;7952703,982;2,94;106,5984
regiao01;T01;8;723815,1964;7952703,982;3,38;147,8095
regiao01;T01;8;723815,1964;7952703,982;5,76;299,5617
regiao01;T01;9;724023,2807;7951663,56;2,01;28,1282
regiao01;T01;9;724023,2807;7951663,56;5,71;218,9514
regiao01;T01;9;724023,2807;7951663,56;6,47;257,7892
regiao01;T01;9;724023,2807;7951663,56;7,76;361,6929
regiao01;T01;10;723607,1121;7953952,488;2,19;43,9523
regiao01;T01;10;723607,1121;7953952,488;4,46;187,4836
regiao01;T01;10;723607,1121;7953952,488;6,23;241,1608
regiao01;T01;11;723399,0278;7953952,488;2,51;79,9954
regiao01;T01;11;723399,0278;7953952,488;3,1;80,8426
regiao01;T01;11;723399,0278;7953952,488;4,29;116,1105
regiao01;T01;11;723399,0278;7953952,488;5,23;170,5526
regiao01;T01;12;723815,1964;7953744,404;2,81;141,701
regiao01;T01;12;723815,1964;7953744,404;3,39;156,3136
regiao01;T01;12;723815,1964;7953744,404;4,86;312,6254
regiao01;T01;13;723607,1121;7953744,404;2,11;41,9916
regiao01;T01;13;723607,1121;7953744,404;3,23;144,3466
regiao01;T01;13;723607,1121;7953744,404;4,71;176,2743
regiao01;T01;13;723607,1121;7953744,404;5,56;236,4075
regiao01;T01;13;723607,1121;7953744,404;7,01;286,5126
regiao01;T01;14;723399,0278;7953744,404;2,62;74,3931
regiao01;T01;14;723399,0278;7953744,404;3,83;115,8729
regiao01;T01;14;723399,0278;7953744,404;4,16;201,191
regiao01;T01;14;723399,0278;7953744,404;5,02;255,6577
regiao01;T01;14;723399,0278;7953744,404;6,07;313,85
regiao01;T01;14;723399,0278;7953744,404;7,49;385,4391
regiao01;T01;15;723607,1121;7952495,898;2,21;82,819
regiao01;T01;15;723607,1121;7952495,898;4,07;177,867
regiao01;T01;15;723607,1121;7952495,898;5,1;243,8034
regiao01;T01;15;723607,1121;7952495,898;6,16;264,6469
regiao01;T01;15;723607,1121;7952495,898;7,36;344,2092
regiao01;T01;16;724023,2807;7953536,319;2,17;56,4713
regiao01;T01;16;724023,2807;7953536,319;3,69;141,5573
regiao01;T01;16;724023,2807;7953536,319;4,43;186,6984
regiao01;T01;16;724023,2807;7953536,319;5,73;210,3767
regiao01;T01;16;724023,2807;7953536,319;6,76;227,4664
regiao01;T01;16;724023,2807;7953536,319;7,4;352,2043
regiao01;T01;17;723815,1964;7953536,319;2,69;92,3741
regiao01;T01;17;723815,1964;7953536,319;3,01;103,9979
regiao01;T01;17;723815,1964;7953536,319;4,46;174,9272
regiao01;T01;17;723815,1964;7953536,319;5,96;190,5061
regiao01;T01;17;723815,1964;7953536,319;6,33;190,6059
regiao01;T01;17;723815,1964;7953536,319;7,47;284,7871
regiao01;T01;18;723607,1121;7953536,319;3,35;136,88
regiao01;T01;18;723607,1121;7953536,319;5,58;238,2208
regiao01;T01;18;723607,1121;7953536,319;6,13;280,1082
regiao01;T01;19;724023,2807;7953328,235;2,19;66,5265
regiao01;T01;19;724023,2807;7953328,235;4,59;179,8005
regiao01;T01;19;724023,2807;7953328,235;5,05;188,8217
regiao01;T01;19;724023,2807;7953328,235;6,02;311,1037
regiao01;T01;20;723815,1964;7953328,235;2,16;75,3453
regiao01;T01;20;723815,1964;7953328,235;5,21;249,3306
regiao01;T01;20;723815,1964;7953328,235;6,42;275,1526
regiao01;T01;20;723815,1964;7953328,235;7,35;300,4837
regiao01;T01;21;723607,1121;7952287,813;4,38;163,4333
regiao01;T01;21;723607,1121;7952287,813;6,41;187,9504
regiao01;T01;21;723607,1121;7952287,813;7,4;292,8328
regiao01;T01;22;724023,2807;7952079,729;2,2;50,8114
regiao01;T01;22;724023,2807;7952079,729;3,43;171,29
regiao01;T01;22;724023,2807;7952079,729;4,34;210,4596
regiao01;T01;22;724023,2807;7952079,729;5,8;211,9907
regiao01;T01;22;724023,2807;7952079,729;6,88;289,9533
regiao01;T01;22;724023,2807;7952079,729;7,9;344,9891
regiao01;T02;23;725271,7866;7950623,139;2,77;96,7634
regiao01;T02;23;725271,7866;7950623,139;3,57;146,36
regiao01;T02;23;725271,7866;7950623,139;4,47;202,5061
regiao01;T02;23;725271,7866;7950623,139;6,34;261,341
regiao01;T02;23;725271,7866;7950623,139;7,07;312,7081
regiao01;T02;24;725063,7023;7950623,139;2,23;112,7092
regiao01;T02;24;725063,7023;7950623,139;5,59;204,488
regiao01;T02;24;725063,7023;7950623,139;6,31;224,4198
regiao01;T02;25;724647,5337;7950623,139;2,21;47,7944
regiao01;T02;25;724647,5337;7950623,139;5,25;200,0972
regiao01;T02;25;724647,5337;7950623,139;6,85;235,169
regiao01;T02;25;724647,5337;7950623,139;7,42;257,2224
regiao01;T02;26;724439,4494;7950623,139;3,65;146,2732
regiao01;T02;26;724439,4494;7950623,139;5,14;158,6438
regiao01;T02;26;724439,4494;7950623,139;7,75;334,8166
regiao01;T02;27;725479,871;7950415,054;2,2;67,0798
regiao01;T02;27;725479,871;7950415,054;3,63;152,1963
regiao01;T02;27;725479,871;7950415,054;4,32;198,7133
regiao01;T02;27;725479,871;7950415,054;5,05;201,1269
regiao01;T02;27;725479,871;7950415,054;6,72;229,1518
regiao01;T02;27;725479,871;7950415,054;7,76;257,9716
regiao01;T02;28;725271,7866;7950415,054;2,45;66,9312
regiao01;T02;28;725271,7866;7950415,054;4,78;215,3464
regiao01;T02;28;725271,7866;7950415,054;6,99;261,6354
regiao01;T02;28;725271,7866;7950415,054;7,3;370,2827
regiao01;T02;29;724439,4494;7951039,307;2,75;93,5546
regiao01;T02;29;724439,4494;7951039,307;3,03;160,6195
regiao01;T02;29;724439,4494;7951039,307;4,37;174,3299
regiao01;T02;29;724439,4494;7951039,307;6,86;212,9829
regiao01;T02;29;724439,4494;7951039,307;7,69;379,1837
regiao01;T02;30;724439,4494;7950415,054;2,26;66,3359
regiao01;T02;30;724439,4494;7950415,054;3,75;188,0157
regiao01;T02;30;724439,4494;7950415,054;4,46;191,3149
regiao01;T02;30;724439,4494;7950415,054;5,06;192,1044
regiao01;T02;30;724439,4494;7950415,054;6,51;228,7954
regiao01;T02;30;724439,4494;7950415,054;7,21;341,0151
regiao01;T02;31;725063,7023;7951039,307;2,96;133,753
regiao01;T02;31;725063,7023;7951039,307;3,8;134,1843
regiao01;T02;31;725063,7023;7951039,307;4,03;161,0111
regiao01;T02;31;725063,7023;7951039,307;6,71;196,0873
regiao01;T02;32;724855,618;7951039,307;2,05;60,7117
regiao01;T02;32;724855,618;7951039,307;3,39;159,7219
regiao01;T02;32;724855,618;7951039,307;6,46;277,7733
regiao01;T02;32;724855,618;7951039,307;7,74;350,8304
regiao01;T02;33;724855,618;7950623,139;2,46;74,3936
regiao01;T02;33;724855,618;7950623,139;3,11;84,7457
regiao01;T02;33;724855,618;7950623,139;4,03;117,6745
regiao01;T02;33;724855,618;7950623,139;5,75;181,0677
regiao01;T02;33;724855,618;7950623,139;7,39;367,956
regiao01;T02;34;725271,7866;7950831,223;2,72;105,3383
regiao01;T02;34;725271,7866;7950831,223;6,69;237,927
regiao01;T02;34;725271,7866;7950831,223;7,61;243,8534
regiao01;T02;35;725063,7023;7950831,223;2,72;127,2135
regiao01;T02;35;725063,7023;7950831,223;3,08;130,429
regiao01;T02;35;725063,7023;7950831,223;4,62;153,9402
regiao01;T02;35;725063,7023;7950831,223;5,84;240,488
regiao01;T02;35;725063,7023;7950831,223;6,7;282,4933
regiao01;T02;36;724855,618;7950831,223;2,65;146,1339
regiao01;T02;36;724855,618;7950831,223;3,59;180,2805
regiao01;T02;36;724855,618;7950831,223;4,28;200,6957
regiao01;T02;36;724855,618;7950831,223;6,99;230,607
regiao01;T02;36;724855,618;7950831,223;7,8;333,6022
regiao01;T02;37;724439,4494;7950831,223;2,33;73,0487
regiao01;T02;37;724439,4494;7950831,223;6,86;170,2655
regiao01;T02;37;724439,4494;7950831,223;7,56;341,1823
regiao01;T02;38;724439,4494;7951247,392;2,92;133,2551
regiao01;T02;38;724439,4494;7951247,392;3,43;135,2632
regiao01;T02;38;724439,4494;7951247,392;6,25;214,2094
regiao01;T02;38;724439,4494;7951247,392;7,37;234,0086
regiao01;T02;39;725479,871;7950623,139;2,82;90,6052
regiao01;T02;39;725479,871;7950623,139;3,19;116,1296
regiao01;T02;39;725479,871;7950623,139;4,7;171,2066
regiao01;T02;39;725479,871;7950623,139;5,24;190,3735
regiao01;T02;39;725479,871;7950623,139;6,57;256,1009
regiao01;T03;40;721734,3532;7950831,223;3,93;180,6675
regiao01;T03;40;721734,3532;7950831,223;4,11;183,0665
regiao01;T03;40;721734,3532;7950831,223;5,45;218,4748
regiao01;T03;40;721734,3532;7950831,223;6,16;278,3034
regiao01;T03;40;721734,3532;7950831,223;7,3;334,7164
regiao01;T03;41;721526,2689;7950831,223;2,06;34,8922
regiao01;T03;41;721526,2689;7950831,223;4,33;192,881
regiao01;T03;41;721526,2689;7950831,223;6,98;201,3965
regiao01;T03;41;721526,2689;7950831,223;7,77;425,4373
regiao01;T03;42;721526,2689;7950206,97;2,98;100,9292
regiao01;T03;42;721526,2689;7950206,97;4,22;255,0947
regiao01;T03;42;721526,2689;7950206,97;7,34;282,6267
regiao01;T03;43;721734,3532;7951039,307;2,5;122,2706
regiao01;T03;43;721734,3532;7951039,307;4,67;201,5395
regiao01;T03;43;721734,3532;7951039,307;5,77;210,8968
regiao01;T03;43;721734,3532;7951039,307;6,13;281,2394
regiao01;T03;43;721734,3532;7951039,307;7,02;351,7108
regiao01;T03;44;721318,1846;7950623,139;3,65;159,2648
regiao01;T03;44;721318,1846;7950623,139;4,67;168,5009
regiao01;T03;44;721318,1846;7950623,139;5,58;225,9778
regiao01;T03;44;721318,1846;7950623,139;6,27;287,0562
regiao01;T03;44;721318,1846;7950623,139;7,56;300,1591
regiao01;T03;45;721526,2689;7950623,139;2,52;104,0778
regiao01;T03;45;721526,2689;7950623,139;5,38;188,0431
regiao01;T03;45;721526,2689;7950623,139;6,04;220,7153
regiao01;T03;45;721526,2689;7950623,139;7,84;250,1901
regiao01;T03;46;721734,3532;7951455,476;2,18;92,3489
regiao01;T03;46;721734,3532;7951455,476;4,92;240,4047
regiao01;T03;46;721734,3532;7951455,476;5,66;259,1008
regiao01;T03;46;721734,3532;7951455,476;6,69;262,8898
regiao01;T03;46;721734,3532;7951455,476;7,17;379,073
regiao01;T03;47;721734,3532;7950623,139;2,03;48,9585
regiao01;T03;47;721734,3532;7950623,139;3,07;119,9913
regiao01;T03;47;721734,3532;7950623,139;4,38;127,2611
regiao01;T03;47;721734,3532;7950623,139;5,77;205,1707
regiao01;T03;47;721734,3532;7950623,139;6,41;218,4118
regiao01;T03;48;721526,2689;7951455,476;2,88;111,1377
regiao01;T03;48;721526,2689;7951455,476;4,81;184,7899
regiao01;T03;48;721526,2689;7951455,476;5,96;206,08
regiao01;T03;48;721526,2689;7951455,476;6,31;259,4522
regiao01;T03;48;721526,2689;7951455,476;7,93;283,1203
regiao01;T03;49;721942,4375;7950623,139;2,37;119,5352
regiao01;T03;49;721942,4375;7950623,139;4,53;177,0349
regiao01;T03;49;721942,4375;7950623,139;5,49;189,7248
regiao01;T03;49;721942,4375;7950623,139;6,13;194,33
regiao01;T03;49;721942,4375;7950623,139;7,21;198,8024
regiao01;T03;50;721526,2689;7951039,307;2,79;132,4351
regiao01;T03;50;721526,2689;7951039,307;3,98;159,4746
regiao01;T03;50;721526,2689;7951039,307;4,69;196,3693
regiao01;T03;50;721526,2689;7951039,307;5,92;199,4769
regiao01;T03;50;721526,2689;7951039,307;7,07;397,7408
regiao01;T03;51;721734,3532;7951247,392;2,02;23,0377
regiao01;T03;51;721734,3532;7951247,392;3,86;168,6922
regiao01;T03;51;721734,3532;7951247,392;4,56;272,0535
regiao01;T03;51;721734,3532;7951247,392;5,4;276,7475
regiao01;T03;51;721734,3532;7951247,392;6,76;306,4861
regiao01;T03;52;721526,2689;7951247,392;2,4;77,1663
regiao01;T03;52;721526,2689;7951247,392;3,7;136,7506
regiao01;T03;52;721526,2689;7951247,392;4;144,7175
regiao01;T03;52;721526,2689;7951247,392;6,77;196,1945
regiao01;T03;52;721526,2689;7951247,392;7,9;284,113
regiao01;T03;53;721318,1846;7951247,392;2,61;121,2072
regiao01;T03;53;721318,1846;7951247,392;3,32;143,8631
regiao01;T03;53;721318,1846;7951247,392;4,46;168,9184
regiao01;T03;53;721318,1846;7951247,392;5,44;179,2608
regiao01;T03;53;721318,1846;7951247,392;6,83;214,7515
regiao01;T03;53;721318,1846;7951247,392;7,43;342,8715
regiao01;T03;54;721318,1846;7951039,307;2,46;60,7089
regiao01;T03;54;721318,1846;7951039,307;3,66;152,6776
regiao01;T03;54;721318,1846;7951039,307;5,13;198,9818
regiao01;T03;54;721318,1846;7951039,307;6,43;235,4958
regiao01;T03;54;721318,1846;7951039,307;7,91;554,3097
regiao01;T03;55;721318,1846;7950831,223;2,94;127,7711
regiao01;T03;55;721318,1846;7950831,223;3,52;186,9375
regiao01;T03;55;721318,1846;7950831,223;4,19;210,5048
regiao01;T03;55;721318,1846;7950831,223;5,85;265,9364
regiao01;T03;55;721318,1846;7950831,223;7,25;295,9497
regiao01;T03;56;721734,3532;7951663,56;2,26;76,5812
regiao01;T03;56;721734,3532;7951663,56;3,8;162,9853
regiao01;T03;56;721734,3532;7951663,56;4,48;200,6855
regiao01;T03;56;721734,3532;7951663,56;5,13;235,2201
regiao01;T03;56;721734,3532;7951663,56;7,93;359,1779
regiao01;T03;57;721526,2689;7951663,56;2,19;101,6737
regiao01;T03;57;721526,2689;7951663,56;3,96;177,3189
regiao01;T03;57;721526,2689;7951663,56;5,29;240,4693
regiao01;T03;57;721526,2689;7951663,56;6,1;281,7011
regiao01;T03;57;721526,2689;7951663,56;7,14;333,4136
regiao01;T03;58;721318,1846;7950415,054;2,32;97,1385
regiao01;T03;58;721318,1846;7950415,054;3,17;163,8114
regiao01;T03;58;721318,1846;7950415,054;5,41;164,34
regiao01;T03;58;721318,1846;7950415,054;6,24;205,7465
regiao01;T03;58;721318,1846;7950415,054;7,41;317,2651
regiao01;T03;59;721526,2689;7950415,054;2,33;105,7603
regiao01;T03;59;721526,2689;7950415,054;3,7;154,2869
regiao01;T03;59;721526,2689;7950415,054;4,27;215,1321
regiao01;T03;59;721526,2689;7950415,054;5,81;239,8606
regiao01;T03;59;721526,2689;7950415,054;6,3;262,787
regiao01;T03;59;721526,2689;7950415,054;7,54;290,8573
regiao01;T03;60;721734,3532;7950415,054;2,05;98,0906
regiao01;T03;60;721734,3532;7950415,054;3,26;146,6523
regiao01;T03;60;721734,3532;7950415,054;5,43;233,598
regiao01;T03;60;721734,3532;7950415,054;6,29;265,9035
regiao01;T04;61;725896,0396;7949998,886;2,03;53,6329
regiao01;T04;61;725896,0396;7949998,886;3,48;105,643
regiao01;T04;61;725896,0396;7949998,886;4,52;135,0579
regiao01;T04;61;725896,0396;7949998,886;5,54;192,2966
regiao01;T04;61;725896,0396;7949998,886;6,16;196,3022
regiao01;T04;61;725896,0396;7949998,886;7,64;258,0445
regiao01;T04;62;726104,1239;7949998,886;2,43;97,7308
regiao01;T04;62;726104,1239;7949998,886;3,5;145,0614
regiao01;T04;62;726104,1239;7949998,886;4,16;163,2832
regiao01;T04;62;726104,1239;7949998,886;5,34;264,5804
regiao01;T04;62;726104,1239;7949998,886;7,26;271,0806
regiao01;T04;63;726104,1239;7950206,97;2,12;48,0441
regiao01;T04;63;726104,1239;7950206,97;3,47;114,9617
regiao01;T04;63;726104,1239;7950206,97;4,99;176,1272
regiao01;T04;63;726104,1239;7950206,97;5,95;192,0481
regiao01;T04;63;726104,1239;7950206,97;6,65;289,1096
regiao01;T04;63;726104,1239;7950206,97;7,15;344,4034
regiao01;T05;64;720693,9316;7949998,886;3,06;133,8183
regiao01;T05;64;720693,9316;7949998,886;6,11;226,5355
regiao01;T05;64;720693,9316;7949998,886;7,95;303,0323
regiao01;T05;65;720902,016;7949998,886;2,7;119,9377
regiao01;T05;65;720902,016;7949998,886;6,67;226,7101
regiao01;T05;65;720902,016;7949998,886;7,38;353,666
regiao01;T05;66;721110,1003;7949998,886;3,06;113,9474
regiao01;T05;66;721110,1003;7949998,886;4,01;115,396
regiao01;T05;66;721110,1003;7949998,886;5,97;296,3924
regiao01;T05;66;721110,1003;7949998,886;6,15;329,6816
regiao01;T05;67;721318,1846;7949998,886;2,97;147,0325
regiao01;T05;67;721318,1846;7949998,886;3;161,3929
regiao01;T05;67;721318,1846;7949998,886;6,06;228,7563
regiao01;T05;67;721318,1846;7949998,886;7,85;266,3148
regiao01;T05;68;721318,1846;7949582,717;2,22;70,2273
regiao01;T05;68;721318,1846;7949582,717;3,48;136,2412
regiao01;T05;68;721318,1846;7949582,717;4,22;204,9455
regiao01;T05;68;721318,1846;7949582,717;5,37;269,0662
regiao01;T05;69;720485,8473;7950206,97;2,01;52,3178
regiao01;T05;69;720485,8473;7950206,97;3,3;76,8003
regiao01;T05;69;720485,8473;7950206,97;4,75;155,3406
regiao01;T05;69;720485,8473;7950206,97;5,86;208,3345
regiao01;T05;69;720485,8473;7950206,97;6,9;235,2815
regiao01;T05;69;720485,8473;7950206,97;7,4;310,5762
regiao01;T05;70;721110,1003;7950206,97;2,69;88,9367
regiao01;T05;70;721110,1003;7950206,97;3,39;92,5905
regiao01;T05;70;721110,1003;7950206,97;4,27;148,8379
regiao01;T05;70;721110,1003;7950206,97;5,94;221,1537
regiao01;T05;70;721110,1003;7950206,97;6,3;281,0103
regiao01;T05;70;721110,1003;7950206,97;7,58;313,9499
regiao01;T05;71;721110,1003;7949790,802;3,55;173,7754
regiao01;T05;71;721110,1003;7949790,802;4,75;186,2733
regiao01;T05;71;721110,1003;7949790,802;6,74;260,6475
regiao01;T05;71;721110,1003;7949790,802;7,3;305,7569
regiao01;T05;72;721318,1846;7949790,802;2,27;107,5066
regiao01;T05;72;721318,1846;7949790,802;3,33;108,8251
regiao01;T05;72;721318,1846;7949790,802;4,55;173,9793
regiao01;T05;72;721318,1846;7949790,802;5,22;214,6504
regiao01;T05;73;720485,8473;7950415,054;2,87;89,2863
regiao01;T05;73;720485,8473;7950415,054;3,95;180,4389
regiao01;T05;73;720485,8473;7950415,054;4,81;183,2488
regiao01;T05;73;720485,8473;7950415,054;5,28;206,2992
regiao01;T05;73;720485,8473;7950415,054;6,53;275,1724
regiao01;T05;73;720485,8473;7950415,054;7,34;349,6382
regiao01;T05;74;720693,9316;7950415,054;2,32;69,9585
regiao01;T05;74;720693,9316;7950415,054;3,04;180,0404
regiao01;T05;74;720693,9316;7950415,054;4,69;180,6633
regiao01;T05;74;720693,9316;7950415,054;7,67;239,8231
regiao01;T05;75;720902,016;7950415,054;3,05;129,2249
regiao01;T05;75;720902,016;7950415,054;5,61;181,8041
regiao01;T05;75;720902,016;7950415,054;7,51;418,0243
regiao01;T05;76;721110,1003;7951247,392;2,66;123,4989
regiao01;T05;76;721110,1003;7951247,392;4,82;192,7474
regiao01;T05;76;721110,1003;7951247,392;6,95;202,7554
regiao01;T05;76;721110,1003;7951247,392;7,05;256,418
regiao01;T05;77;720902,016;7951247,392;3,49;146,5463
regiao01;T05;77;720902,016;7951247,392;4,24;184,2237
regiao01;T05;77;720902,016;7951247,392;5,95;230,1339
regiao01;T05;77;720902,016;7951247,392;6,94;243,6481
regiao01;T05;77;720902,016;7951247,392;7,61;313,4036
regiao01;T05;78;720902,016;7950623,139;2,73;111,3822
regiao01;T05;78;720902,016;7950623,139;3,25;155,8291
regiao01;T05;78;720902,016;7950623,139;5,6;192,6384
regiao01;T05;78;720902,016;7950623,139;6,81;211,0701
regiao01;T05;78;720902,016;7950623,139;7,05;331,0904
regiao01;T05;79;720902,016;7950831,223;2,08;55,5639
regiao01;T05;79;720902,016;7950831,223;4,3;184,5623
regiao01;T05;79;720902,016;7950831,223;5,62;191,4678
regiao01;T05;80;720902,016;7951039,307;2,42;85,5896
regiao01;T05;80;720902,016;7951039,307;3,32;130,4372
regiao01;T05;80;720902,016;7951039,307;5,64;265,6736
regiao01;T05;80;720902,016;7951039,307;6,65;269,1082
regiao01;T05;80;720902,016;7951039,307;7,72;322,6464
regiao01;T06;81;723815,1964;7949374,633;3,41;110,304
regiao01;T06;81;723815,1964;7949374,633;4,59;151,2384
regiao01;T06;81;723815,1964;7949374,633;5,55;199,2733
regiao01;T06;81;723815,1964;7949374,633;6,3;288,564
regiao01;T06;81;723815,1964;7949374,633;7,79;318,3329
regiao01;T06;82;723815,1964;7949582,717;4,82;170,0738
regiao01;T06;82;723815,1964;7949582,717;5,88;223,0458
regiao01;T06;82;723815,1964;7949582,717;6,32;286,991
regiao01;T06;82;723815,1964;7949582,717;7,12;342,5364
regiao01;T06;83;723190,9435;7952912,066;2,65;84,1866
regiao01;T06;83;723190,9435;7952912,066;4,86;206,2347
regiao01;T06;83;723190,9435;7952912,066;5,93;209,8435
regiao01;T06;83;723190,9435;7952912,066;7,44;306,0245
regiao01;T06;84;722982,8591;7953744,404;3,24;130,9162
regiao01;T06;84;722982,8591;7953744,404;4,58;231,3708
regiao01;T06;84;722982,8591;7953744,404;7,7;324,666
regiao01;T06;85;723190,9435;7953328,235;2,64;87,2235
regiao01;T06;85;723190,9435;7953328,235;3,3;93,583
regiao01;T06;85;723190,9435;7953328,235;4,35;101,9949
regiao01;T06;86;723190,9435;7953120,151;2,65;113,0976
regiao01;T06;86;723190,9435;7953120,151;3,8;117,0483
regiao01;T06;86;723190,9435;7953120,151;4,61;155,9121
regiao01;T06;86;723190,9435;7953120,151;5,73;230,4933
regiao01;T06;86;723190,9435;7953120,151;6,54;230,5934
regiao01;T06;86;723190,9435;7953120,151;7,65;265,2343
regiao01;T06;87;723399,0278;7952079,729;2,17;82,1506
regiao01;T06;87;723399,0278;7952079,729;3,3;179,2045
regiao01;T06;87;723399,0278;7952079,729;4,54;190,6359
regiao01;T06;87;723399,0278;7952079,729;6,34;263,2743
regiao01;T06;88;722982,8591;7952079,729;2,83;142,0944
regiao01;T06;88;722982,8591;7952079,729;3,39;155,5884
regiao01;T06;88;722982,8591;7952079,729;4,93;226,3872
regiao01;T06;88;722982,8591;7952079,729;5,05;255,2849
regiao01;T06;88;722982,8591;7952079,729;6,49;279,7899
regiao01;T06;88;722982,8591;7952079,729;7,87;367,3746
regiao01;T06;89;723607,1121;7951871,645;2,64;101,6147
regiao01;T06;89;723607,1121;7951871,645;3,85;150,3264
regiao01;T06;89;723607,1121;7951871,645;4,82;156,0249
regiao01;T06;89;723607,1121;7951871,645;5,63;165,1262
regiao01;T06;89;723607,1121;7951871,645;6,96;262,2746
regiao01;T06;89;723607,1121;7951871,645;7,59;267,7557
regiao01;T06;90;723399,0278;7951871,645;2,99;108,9655
regiao01;T06;90;723399,0278;7951871,645;4,93;163,4229
regiao01;T06;90;723399,0278;7951871,645;6,15;265,832
regiao01;T06;90;723399,0278;7951871,645;7,39;292,8892
regiao01;T06;91;723190,9435;7951871,645;2,82;135,615
regiao01;T06;91;723190,9435;7951871,645;3,19;136,5741
regiao01;T06;91;723190,9435;7951871,645;4,69;144,0302
regiao01;T06;91;723190,9435;7951871,645;5,36;197,929
regiao01;T06;91;723190,9435;7951871,645;6,97;242,4563
regiao01;T06;91;723190,9435;7951871,645;7,12;309,4329
regiao01;T06;92;722982,8591;7951871,645;2,83;96,7826
regiao01;T06;92;722982,8591;7951871,645;3,5;103,8104
regiao01;T06;92;722982,8591;7951871,645;4,36;183,0305
regiao01;T06;92;722982,8591;7951871,645;5,28;203,2217
regiao01;T06;92;722982,8591;7951871,645;6,92;313,2015
regiao01;T06;92;722982,8591;7951871,645;7,39;343,1389
regiao01;T06;93;723607,1121;7951663,56;2,74;90,241
regiao01;T06;93;723607,1121;7951663,56;3,59;137,4161
regiao01;T06;93;723607,1121;7951663,56;4,24;168,128
regiao01;T06;93;723607,1121;7951663,56;5,62;174,3911
regiao01;T06;93;723607,1121;7951663,56;6,64;201,9512
regiao01;T06;93;723607,1121;7951663,56;7,33;259,727
regiao01;T06;94;723815,1964;7951455,476;3,74;140,2639
regiao01;T06;94;723815,1964;7951455,476;4,62;200,6758
regiao01;T06;94;723815,1964;7951455,476;5,67;201,7847
regiao01;T06;94;723815,1964;7951455,476;6,01;343,8748
regiao01;T06;95;723607,1121;7951455,476;2,38;77,4096
regiao01;T06;95;723607,1121;7951455,476;3,42;86,2394
regiao01;T06;95;723607,1121;7951455,476;7,62;375,5899
regiao01;T06;96;723399,0278;7951455,476;2,37;56,4436
regiao01;T06;96;723399,0278;7951455,476;3,6;86,5141
regiao01;T06;96;723399,0278;7951455,476;4,96;252,451
regiao01;T06;97;723607,1121;7951247,392;2,14;94,8663
regiao01;T06;97;723607,1121;7951247,392;3,45;189,9229
regiao01;T06;97;723607,1121;7951247,392;4,33;208,1264
regiao01;T06;97;723607,1121;7951247,392;5,22;239,3712
regiao01;T06;97;723607,1121;7951247,392;6,93;283,767
regiao01;T06;97;723607,1121;7951247,392;7,69;308,1235
regiao01;T06;98;723190,9435;7951247,392;2,45;75,745
regiao01;T06;98;723190,9435;7951247,392;3,77;149,3854
regiao01;T06;98;723190,9435;7951247,392;4,98;301,0792
regiao01;T06;98;723190,9435;7951247,392;5,34;323,6051
regiao01;T06;98;723190,9435;7951247,392;6,91;336,3719
regiao01;T06;99;723190,9435;7950831,223;2,05;81,3123
regiao01;T06;99;723190,9435;7950831,223;4,5;167,9507
regiao01;T06;99;723190,9435;7950831,223;5,66;260,4267
regiao01;T06;99;723190,9435;7950831,223;6,71;299,0293
regiao01;T06;100;723190,9435;7952703,982;3,28;150,804
regiao01;T06;100;723190,9435;7952703,982;4,53;232,0511
regiao01;T06;100;723190,9435;7952703,982;5,77;232,4981
regiao01;T06;100;723190,9435;7952703,982;6,05;254,4637
