cod;chave_talhao;parc;hd;volume;idade;genotipo;prec_mm
995;T246;238;22,38;200,1649221;3,468493151;G20;1400
996;T246;238;26,36;259,5130021;4,490410959;G20;1400
997;T246;238;29;314,6113983;5,333333333;G20;1400
998;T247;239;18,82;111,7787734;2,547945205;G20;1400
999;T247;239;23,08333333;186,8376634;3,468493151;G20;1400
1000;T247;239;26,66;246,5015955;4,501369863;G20;1400
1001;T247;239;31;311,2739801;5,333333333;G20;1400
1002;T247;240;17,9;103,7432801;2,547945205;G20;1400
1003;T247;240;22,06;173,4613903;3,468493151;G20;1400
1004;T247;240;25,56;234,0652917;4,501369863;G20;1400
1005;T247;240;30;303,0899202;5,333333333;G20;1400
1006;T249;241;17,82;103,3928988;2,526027397;G20;1400
1007;T249;241;22,74;178,3635157;3,465753425;G20;1400
1008;T249;241;26,04;214,4498412;4,487671233;G20;1400
1009;T249;241;27;254,9985354;5,333333333;G20;1400
1010;T249;242;15,34;65,00535156;2,526027397;G20;1400
1011;T249;242;19,96;123,3114504;3,465753425;G20;1400
1012;T249;242;22,66;150,4980182;4,487671233;G20;1400
1013;T249;242;24;181,1904635;5,333333333;G20;1400
1014;T249;243;18,2;118,7913068;2,526027397;G20;1400
1015;T249;243;22,3;190,4868155;3,465753425;G20;1400
1016;T249;243;25,96;246,173843;4,487671233;G20;1400
1017;T249;243;27;300,3050048;5,333333333;G20;1400
1018;T250;244;18,22;111,7275313;2,506849315;G20;1400
1019;T250;244;23,9;192,6789126;3,449315068;G20;1400
1020;T250;244;26,76;253,9847373;4,468493151;G20;1400
1021;T250;244;28;279,5746684;5,25;G20;1400
1022;T251;245;17,16;101,9461189;2,542465753;G20;1400
1023;T251;245;20,85;171,494794;3,463013699;G20;1400
1024;T251;245;23;210,3122179;4,495890411;G20;1400
1025;T251;245;29;295,3537924;5,25;G20;1400
1026;T252;246;19,32;119,7627725;2,542465753;G20;1400
1027;T252;246;22,82;186,3083463;3,463013699;G20;1400
1028;T252;246;25,52;239,5476303;4,495890411;G20;1400
1029;T252;246;29;294,8911628;5,25;G20;1400
1030;T253;247;19,22;131,4081774;2,539726027;G20;1400
1031;T253;247;25,04;210,4285686;3,443835616;G20;1400
1032;T253;247;27,9;284,8434554;4,463013699;G20;1400
1033;T253;247;31;339,5619285;5,333333333;G20;1400
1034;T254;248;20,08;122,3556351;2,545205479;G20;1400
1035;T254;248;24,46;188,6795971;3,449315068;G20;1400
1036;T254;248;27,3;240,0837836;4,468493151;G20;1400
1037;T254;248;30;304,886022;5,25;G20;1400
1038;T254;249;18,4;124,958204;2,545205479;G20;1400
1039;T254;249;23,92;194,28866;3,449315068;G20;1400
1040;T254;249;25,6;235,995634;4,468493151;G20;1400
1041;T254;249;33;347,6728639;5,25;G20;1400
1042;T256;250;17;103,7779485;2,526027397;G20;1400
1043;T256;250;22,74;172,7206636;3,449315068;G20;1400
1044;T256;250;24,94;233,3657664;4,479452055;G20;1400
1045;T256;250;28;278,1581805;5,333333333;G20;1400
1046;T306;251;18,81666667;114,276272;2,350684932;G5;1400
1047;T306;251;21,12;127,9655526;3,282191781;G5;1400
1048;T306;251;21,48;155,0255261;4,391780822;G5;1400
1049;T306;251;26;202,9545393;5,166666667;G5;1400
1050;T313;252;16,02;89,11449996;2,515068493;G20;1400
1051;T313;252;19,54;126,6660258;3,320547945;G20;1400
1052;T313;252;24,5;181,5670675;4,430136986;G20;1400
1053;T313;252;29;225,2526232;5,25;G20;1400
1054;T313;253;16,96;93,89328663;2,515068493;G20;1400
1055;T313;253;19,8;123,9737772;3,320547945;G20;1400
1056;T313;253;24,6;173,5447653;4,430136986;G20;1400
1057;T313;253;28;216,5820959;5,25;G20;1400
1058;T315;254;16,46;95,76488118;2,515068493;G20;1400
1059;T315;254;19,68;136,8277392;3,320547945;G20;1400
1060;T315;254;22,74;184,1744272;4,430136986;G20;1400
1061;T315;254;26;227,7223031;5,25;G20;1400
1062;T315;255;17,48;90,15059923;2,515068493;G20;1400
1063;T315;255;21,13333333;127,1216938;3,320547945;G20;1400
1064;T315;255;24,28;175,4891477;4,430136986;G20;1400
1065;T315;255;28;218,305713;5,25;G20;1400
1066;T315;256;16,74;90,28127187;2,515068493;G20;1400
1067;T315;256;20,14;126,7143025;3,320547945;G20;1400
1068;T315;256;25,22;181,6534083;4,430136986;G20;1400
1069;T315;256;29;217,1430294;5,25;G20;1400
1070;T316;257;18,7;86,52368917;2,512328767;G2;1400
1071;T316;257;23,42;128,2435398;3,317808219;G2;1400
1072;T316;257;25,92;184,6304137;4,42739726;G2;1400
1073;T316;257;31;242,1760988;5,25;G2;1400
1074;T317;258;18,38;85,85956057;2,369863014;G6;1400
1075;T317;258;21,42;114,4708918;3,301369863;G6;1400
1076;T317;258;24,42;149,3928943;4,410958904;G6;1400
1077;T317;258;28;171,5842331;5,25;G6;1400
1078;T317;259;18,2;83,25819024;2,369863014;G6;1400
1079;T317;259;23,7;119,72245;3,301369863;G6;1400
1080;T317;259;25,34;165,8721383;4,421917808;G6;1400
1081;T317;259;30;184,9337057;5,25;G6;1400
1082;T317;260;19,18;77,91868938;2,369863014;G6;1400
1083;T317;260;24,38;109,0246683;3,301369863;G6;1400
1084;T317;260;24,64;135,5357799;4,410958904;G6;1400
1085;T317;260;27;165,295863;5,25;G6;1400
1086;T294;261;18,04;83,86567118;2,369863014;G6;1400
1087;T294;261;23,9;109,487806;3,301369863;G6;1400
1088;T294;261;25,16;145,1293862;4,410958904;G6;1400
1089;T294;261;27;151,908586;5,25;G6;1400
1090;T294;262;18,9;93,99870375;2,495890411;G6;1400
1091;T294;262;24,36;124,2451102;3,301369863;G6;1400
1092;T294;262;25,26;125,815201;4,410958904;G6;1400
1093;T294;262;27;135,3727298;5,25;G6;1400
1094;T294;263;19,16;87,0839013;2,495890411;G6;1400
1095;T294;263;21,24;125,0698882;3,309589041;G6;1400
1096;T294;263;23,36;166,2764518;4,421917808;G6;1400
1097;T294;263;27;205,3662827;5,25;G6;1400
1098;T294;264;19,74;91,56353269;2,495890411;G6;1400
1099;T294;264;25,38;135,8108014;3,309589041;G6;1400
1100;T294;264;25,96;176,6829207;4,421917808;G6;1400
1101;T294;264;27;204,4348621;5,25;G6;1400
1102;T294;265;20,22;94,15277126;2,495890411;G6;1400
1103;T294;265;25,74;120,104425;3,301369863;G6;1400
1104;T294;265;26,26;164,8957425;4,421917808;G6;1400
1105;T294;265;28;176,8425204;5,25;G6;1400
1106;T297;266;16,525;88,90618534;2,512328767;G20;1400
1107;T297;266;18,36;120,633776;3,317808219;G20;1400
1108;T297;266;22,3;167,6050327;4,42739726;G20;1400
1109;T297;266;27;222,4738482;5,25;G20;1400
1110;T299;267;11,875;45,68007093;2,512328767;G20;1400
1111;T299;267;13,45;62,35039037;3,317808219;G20;1400
1112;T299;267;15,94;72,82011966;4,42739726;G20;1400
1113;T299;267;20;106,3703847;5,25;G20;1400
1114;T299;268;16,78;68,95330636;2,512328767;G20;1400
1115;T299;268;18,22;99,61569081;3,317808219;G20;1400
1116;T299;268;19,48;111,0566166;4,42739726;G20;1400
1117;T299;268;23;149,379278;5,25;G20;1400
1118;T301;269;17,56;83,69049966;2,512328767;G2;1400
1119;T301;269;21,02;131,4878699;3,317808219;G2;1400
1120;T301;269;26,125;202,7714307;4,438356164;G2;1400
1121;T301;269;28;236,9705988;5,25;G2;1400
1122;T301;270;20,2;121,4710662;2,512328767;G2;1400
1123;T301;270;27,36;174,8930435;3,317808219;G2;1400
1124;T301;270;30,76;274,2537128;4,42739726;G2;1400
1125;T301;270;31;296,1817406;5,25;G2;1400
1126;T301;271;19,7;92,96467869;2,38630137;G2;1400
1127;T301;271;24,93333333;135,344035;3,317808219;G2;1400
1128;T301;271;27,78;208,5738397;4,42739726;G2;1400
1129;T301;271;28;225,6169934;5,25;G2;1400
1130;T301;272;18,56;101,1340421;2,38630137;G2;1400
1131;T301;272;25,08;152,2836168;3,317808219;G2;1400
1132;T301;272;28,96;238,7561855;4,438356164;G2;1400
1133;T301;272;29;251,9878433;5,25;G2;1400
1134;T310;273;18,125;87,94958087;2,512328767;G4;1400
1135;T310;273;22,36;125,8536773;3,317808219;G4;1400
1136;T310;273;24,36;160,1087336;4,438356164;G4;1400
1137;T310;273;27;186,8201925;5,25;G4;1400
1138;T311;274;17,14;73,13312888;2,512328767;G1;1400
1139;T311;274;20,48;115,3275393;3,317808219;G1;1400
1140;T311;274;23,9;165,8111388;4,438356164;G1;1400
1141;T311;274;26;200,5463717;5,25;G1;1400
1142;T311;275;17,64;92,34233023;2,512328767;G1;1400
1143;T311;275;21,74;133,2992137;3,317808219;G1;1400
1144;T311;275;24,5;188,4366533;4,438356164;G1;1400
1145;T311;275;28;230,0375172;5,25;G1;1400
1146;T81;276;14,5;51,25295557;2,701369863;G6;900
1147;T81;276;16,3;66,46443328;3,320547945;G6;900
1148;T81;276;16,44;73,53179692;4,008219178;G6;900
1149;T81;276;17;83,32114187;5;G6;900
1150;T81;276;17,86;91,3514944;6;G6;900
1151;T81;277;14,08;46,88700686;2,701369863;G6;900
1152;T81;277;15,35;61,15080376;3,320547945;G6;900
1153;T81;277;16,74;67,86269475;4,008219178;G6;900
1154;T81;277;18;75,66920701;5;G6;900
1155;T81;277;17,76;81,87269701;6;G6;900
1156;T82;278;15;60,9291941;2,704109589;G11;900
1157;T82;278;16,68;78,24622289;3,323287671;G11;900
1158;T82;278;17,44;91,68276787;4,01369863;G11;900
1159;T82;278;19;100,4557915;5;G11;900
1160;T82;278;18,84;103,22483;6;G11;900
1161;T82;279;15,22;59,87988414;2,704109589;G11;900
1162;T82;279;16,44;76,79341589;3,323287671;G11;900
1163;T82;279;17,78;88,36280597;4,010958904;G11;900
1164;T82;279;19;100,7981308;5;G11;900
1165;T82;279;19,08;102,1118681;6;G11;900
1166;T82;280;14,54;60,01491173;2,704109589;G11;900
1167;T82;280;15,54;80,32690709;3,323287671;G11;900
1168;T82;280;16,4;91,15973897;4,01369863;G11;900
1169;T82;280;17;99,40456264;5;G11;900
1170;T82;280;18,8;110,5233156;6;G11;900
1171;T83;281;13,56;42,7486745;2,715068493;G12;900
1172;T83;281;15,16;57,29130688;3,336986301;G12;900
1173;T83;281;16,32;66,38026272;4,021917808;G12;900
1174;T83;281;18;77,61117306;5;G12;900
1175;T83;281;18,36;83,76179697;6;G12;900
1176;T83;282;11,6;25,37586428;2,715068493;G12;900
1177;T83;282;13,52;36,3966658;3,336986301;G12;900
1178;T83;282;14,5;37,36589633;4,021917808;G12;900
1179;T83;282;16;44,37012072;5;G12;900
1180;T83;282;18,62;62,21805431;6;G12;900
1181;T83;283;12,96;43,47720899;2,715068493;G12;900
1182;T83;283;15,26;60,56827747;3,336986301;G12;900
1183;T83;283;16,16;67,82257058;4,021917808;G12;900
1184;T83;283;18;78,70884406;5;G12;900
1185;T83;283;19,98;91,76635306;6;G12;900
1186;T84;284;15,72;54,35807887;2,715068493;G12;900
1187;T84;284;17,28;71,92781306;3,336986301;G12;900
1188;T84;284;19,16;90,8295147;4,021917808;G12;900
1189;T84;284;20;101,8668185;5;G12;900
1190;T84;284;20,04;103,1197436;6;G12;900
1191;T84;285;14,22;39,58167637;2,715068493;G12;900
1192;T84;285;15,64;55,7502094;3,336986301;G12;900
1193;T84;285;16,28;62,6810545;4,021917808;G12;900
1194;T84;285;17;70,92515344;5;G12;900
1195;T84;285;19,84;87,16046546;6;G12;900
1196;T85;286;15,65;73,57966292;2,715068493;G11;900
1197;T85;286;17,45;93,27629948;3,334246575;G11;900
1198;T85;286;18,88;114,0742498;4,024657534;G11;900
1199;T85;286;20;125,2086699;5;G11;900
1200;T85;286;19,74;123,0270453;6;G11;900
1201;T85;287;15,44;65,14257013;2,715068493;G11;900
1202;T85;287;16,18;82,39568749;3,336986301;G11;900
1203;T85;287;16,84;90,80262801;4,021917808;G11;900
1204;T85;287;17;97,01014651;5;G11;900
1205;T85;287;19,48;112,5330448;6;G11;900
1206;T85;288;15,9;71,86998529;2,715068493;G11;900
1207;T85;288;17,28;92,36938704;3,334246575;G11;900
1208;T85;288;17,28;104,9408304;4,024657534;G11;900
1209;T85;288;19;113,7243379;5;G11;900
1210;T85;288;19,78;121,2925257;6;G11;900
1211;T86;289;14,48;42,92051003;2,720547945;G12;900
1212;T86;289;16,5;64,1168294;3,342465753;G12;900
1213;T86;289;17,58;75,70955643;4,02739726;G12;900
1214;T86;289;18;82,65624249;5;G12;900
1215;T86;289;21,5;96,82576399;6;G12;900
1216;T86;290;14,16;44,1546039;2,720547945;G12;900
1217;T86;290;15,66;61,50911531;3,342465753;G12;900
1218;T86;290;16,86;72,57042558;4,02739726;G12;900
1219;T86;290;20;86,66225853;5;G12;900
1220;T86;290;19,78;93,08794229;6;G12;900
1221;T120;291;14,24;72,05284468;2,320547945;G10;900
1222;T120;291;15,96;84,66632745;3,238356164;G10;900
1223;T120;291;16,76;90,94064868;4,142465753;G10;900
1224;T120;291;17,76;96,76578757;5;G10;900
1225;T120;291;18,34;95,75854958;5,75;G10;900
1226;T120;292;14,16;82,03496638;2,320547945;G10;900
1227;T120;292;16,1;103,5943785;3,238356164;G10;900
1228;T120;292;18,38;111,2231687;4,139726027;G10;900
1229;T120;292;19,64;122,80509;5;G10;900
1230;T120;292;19,16;118,4717419;5,75;G10;900
1231;T120;293;14,44;62,92583366;2,320547945;G10;900
1232;T120;293;16,04;86,66455197;3,238356164;G10;900
1233;T120;293;17,52;100,3915765;4,139726027;G10;900
1234;T120;293;18,52;108,1247565;5;G10;900
1235;T120;293;19,16;111,9852899;5,75;G10;900
1236;T129;294;15,3;63,97144043;2,364383562;G16;900
1237;T129;294;16,66;96,9129576;3,282191781;G16;900
1238;T129;294;17,32;133,7165575;4,183561644;G16;900
1239;T129;294;19,28;158,7296406;5,083333333;G16;900
1240;T129;294;19,24;176,7770428;5,833333333;G16;900
1241;T134;295;14,84;59,16779233;2,320547945;G6;900
1242;T134;295;16,76666667;81,89148199;3,238356164;G6;900
1243;T134;295;17,72;96,17311809;4,139726027;G6;900
1244;T134;295;18,7;101,7567159;5;G6;900
1245;T134;295;19,52;108,2033771;5,75;G6;900
1246;T134;296;13,5;49,44279808;2,320547945;G6;900
1247;T134;296;15,28;69,1167337;3,238356164;G6;900
1248;T134;296;16,04;79,57266016;4,139726027;G6;900
1249;T134;296;18,22;90,70614217;5;G6;900
1250;T134;296;18,52;95,98576022;5,75;G6;900
1251;T134;297;13,48;52,45686459;2,320547945;G6;900
1252;T134;297;15,66;75,84145476;3,235616438;G6;900
1253;T134;297;16,52;84,61500665;4,139726027;G6;900
1254;T134;297;18,06;97,58472828;5;G6;900
1255;T134;297;18,12;102,0154122;5,75;G6;900
1256;T134;298;13,68;38,61000234;2,320547945;G6;900
1257;T134;298;15,3;57,68779948;3,238356164;G6;900
1258;T134;298;15,74;66,40532502;4,142465753;G6;900
1259;T134;298;18;78,19439162;5;G6;900
1260;T134;298;18,48;84,10690714;5,75;G6;900
1261;T121;299;14,74;83,834509;2,495890411;G15;900
1262;T121;299;17,86;107,0508664;3,410958904;G15;900
1263;T121;299;18,72;123,3998756;4,317808219;G15;900
1264;T121;299;20;135,7456193;5,166666667;G15;900
1265;T121;299;24,98;162,6174862;5,916666667;G15;900
1266;T121;300;14,2;85,67669815;2,495890411;G15;900
1267;T121;300;16,96;104,3847308;3,410958904;G15;900
1268;T121;300;16,34;111,472543;4,315068493;G15;900
1269;T121;300;19;123,5728204;5,166666667;G15;900
1270;T121;300;23,24;148,4623555;5,916666667;G15;900
1271;T121;301;16,56;91,50426621;2,495890411;G15;900
1272;T121;301;19;116,9320831;3,4;G15;900
1273;T121;301;19,26;131,2151705;4,315068493;G15;900
1274;T121;301;21;144,6184045;5,166666667;G15;900
1275;T121;301;24,06;159,9633178;5,916666667;G15;900
1276;T124;302;16,14;88,73876344;2,419178082;G14;900
1277;T124;302;17,18;128,1123695;3,323287671;G14;900
1278;T124;302;19,22;167,7551406;4,24109589;G14;900
1279;T124;302;22;207,0970751;5,083333333;G14;900
1280;T124;302;25,78;261,4950488;5,833333333;G14;900
1281;T124;303;17,48;93,13876881;2,419178082;G14;900
1282;T124;303;21,2;119,2071945;3,323287671;G14;900
1283;T124;303;23,18;152,1270041;4,235616438;G14;900
1284;T124;303;22;160,0364299;5,083333333;G14;900
1285;T124;303;25;185,22115;5,833333333;G14;900
1286;T124;304;16,76;90,87836507;2,419178082;G14;900
1287;T124;304;20,14;112,307823;3,336986301;G14;900
1288;T124;304;20,18;130,8538556;4,235616438;G14;900
1289;T124;304;23;159,5746658;5,083333333;G14;900
1290;T124;304;28;194,4873888;5,833333333;G14;900
1291;T126;305;16,7;87,10392277;2,419178082;G7;900
1292;T126;305;19,66;131,7816936;3,323287671;G7;900
1293;T126;305;20,12;159,4142736;4,235616438;G7;900
1294;T126;305;21;172,4778308;5,083333333;G7;900
1295;T126;305;23,12;196,975989;5,916666667;G7;900
1296;T126;306;16,46;89,86348302;2,419178082;G7;900
1297;T126;306;17,81666667;117,4337595;3,323287671;G7;900
1298;T126;306;18,66;132,1596027;4,235616438;G7;900
1299;T126;306;19;140,2563635;5,083333333;G7;900
1300;T126;306;22,54;172,9929639;5,916666667;G7;900
1301;T126;307;17,96;84,87989009;2,419178082;G7;900
1302;T126;307;19,36;110,5654259;3,323287671;G7;900
1303;T126;307;19,9;132,0889576;4,235616438;G7;900
1304;T126;307;23;156,3349772;5,083333333;G7;900
1305;T126;307;22,12;156,6402127;5,833333333;G7;900
1306;T126;308;18,26;97,61142089;2,419178082;G7;900
1307;T126;308;20;128,3433849;3,323287671;G7;900
1308;T126;308;19,16;144,6122498;4,235616438;G7;900
1309;T126;308;24;188,1037485;5,083333333;G7;900
1310;T126;308;22,7;189,9529345;5,833333333;G7;900
1311;T127;309;16,82;98,80315745;2,419178082;G23;900
1312;T127;309;19,34;126,0572842;3,323287671;G23;900
1313;T127;309;19,76;148,4998832;4,238356164;G23;900
1314;T127;309;20;157,9849591;5,083333333;G23;900
1315;T127;309;24;203,4347719;5,833333333;G23;900
1316;T127;310;16,52;89,38066133;2,419178082;G23;900
1317;T127;310;19,16;114,2733179;3,323287671;G23;900
1318;T127;310;20,12;131,9405579;4,238356164;G23;900
1319;T127;310;20;144,2222402;5,083333333;G23;900
1320;T127;310;24,5;188,0609526;5,833333333;G23;900
1321;T127;311;18,84;106,6925555;2,419178082;G23;900
1322;T127;311;21,42;135,9081739;3,323287671;G23;900
1323;T127;311;22,36;165,7156348;4,238356164;G23;900
1324;T127;311;27;222,4404835;5,083333333;G23;900
1325;T127;311;27,48;226,710635;5,833333333;G23;900
1326;T127;312;18,38;97,70036172;2,419178082;G23;900
1327;T127;312;21,08;126,5824408;3,323287671;G23;900
1328;T127;312;19,7;138,5333612;4,238356164;G23;900
1329;T127;312;27;205,9110852;5,083333333;G23;900
1330;T127;312;25,06;203,9165419;5,833333333;G23;900
1331;T130;313;18,05;80,29185009;2,364383562;G14;900
1332;T130;313;19;106,3467266;3,282191781;G14;900
1333;T130;313;19,8;118,769145;4,18630137;G14;900
1334;T130;313;21;134,6792093;5,083333333;G14;900
1335;T130;313;20,64;133,8209144;5,833333333;G14;900
1336;T130;314;16,52;69,42631833;2,364383562;G14;900
1337;T130;314;17,86;93,29598718;3,282191781;G14;900
1338;T130;314;18,9;108,5394697;4,18630137;G14;900
1339;T130;314;21;127,7753893;5,083333333;G14;900
1340;T130;314;22,2;139,1554592;5,833333333;G14;900
1341;T130;315;18,32;93,86259867;2,364383562;G14;900
1342;T130;315;18,9;114,901313;3,282191781;G14;900
1343;T130;315;19,58;127,8361182;4,18630137;G14;900
1344;T130;315;22;149,7598479;5,083333333;G14;900
1345;T130;315;21,7;152,8430263;5,833333333;G14;900
1346;T130;316;17,56;81,6111251;2,364383562;G14;900
1347;T130;316;19,88;103,3791584;3,282191781;G14;900
1348;T130;316;19,7;116,1092581;4,18630137;G14;900
1349;T130;316;21;130,3001785;5,083333333;G14;900
1350;T130;316;21,74;136,2043254;5,833333333;G14;900
1351;T132;317;16,32;74,56681949;2,397260274;G8;900
1352;T132;317;16,72;90,45766964;3,301369863;G8;900
1353;T132;317;16,72;96,80211226;4,216438356;G8;900
1354;T132;317;20;116,3867546;5,083333333;G8;900
1355;T132;317;22,22;135,3965529;5,833333333;G8;900
1356;T132;318;15,78;74,36067691;2,397260274;G8;900
1357;T132;318;16,05;89,38822859;3,301369863;G8;900
1358;T132;318;16,42;96,39208483;4,216438356;G8;900
1359;T132;318;20;119,7549828;5,083333333;G8;900
1360;T132;318;21,66;136,4211423;5,833333333;G8;900
1361;T133;319;16,28;69,05735585;2,416438356;G8;900
1362;T133;319;16,8;94,58771912;3,320547945;G8;900
1363;T133;319;16,76;103,1025795;4,232876712;G8;900
1364;T133;319;20;112,6185964;5,083333333;G8;900
1365;T133;319;19,06;119,2271269;5,833333333;G8;900
1366;T133;320;14,58;69,72243909;2,416438356;G8;900
1367;T133;320;15,76666667;94,84364246;3,320547945;G8;900
1368;T133;320;16,74;103,6759285;4,232876712;G8;900
1369;T133;320;19;120,6829425;5,083333333;G8;900
1370;T133;320;19,16;130,840393;5,833333333;G8;900
1371;T133;321;16,46;63,94669374;2,416438356;G8;900
1372;T133;321;17,08;86,34999973;3,320547945;G8;900
1373;T133;321;17;96,27912831;4,232876712;G8;900
1374;T133;321;20;114,5777313;5,083333333;G8;900
1375;T133;321;22,36;132,2292843;5,833333333;G8;900
1376;T359;322;16,06;76,7014908;2,520547945;G8;900
1377;T359;322;17,06;91,66567513;3,295890411;G8;900
1378;T359;322;17,76;96,88861259;3,969863014;G8;900
1379;T359;322;19,06;108,0999304;4,916666667;G8;900
1380;T359;322;23,98;145,710158;5,833333333;G8;900
1381;T359;323;16,78;69,02350009;2,523287671;G8;900
1382;T359;323;16,54;88,59373274;3,290410959;G8;900
1383;T359;323;17,52;99,07928837;3,969863014;G8;900
1384;T359;323;17,98;105,6541525;4,916666667;G8;900
1385;T359;323;20,44;136,4252465;5,833333333;G8;900
1386;T359;324;16,88;87,98723311;2,523287671;G8;900
1387;T359;324;18,5;108,6034477;3,290410959;G8;900
1388;T359;324;18,62;112,2842137;3,969863014;G8;900
1389;T359;324;19,8;120,1003784;4,916666667;G8;900
1390;T359;324;24,44;162,9736218;5,833333333;G8;900
1391;T359;325;17,21666667;81,82611504;2,523287671;G8;900
1392;T359;325;17,26666667;96,91335624;3,290410959;G8;900
1393;T359;325;17,4;98,49738915;3,969863014;G8;900
1394;T359;325;18,68;106,8452591;4,916666667;G8;900
1395;T359;325;20,06;135,6591892;5,833333333;G8;900
1396;T364;326;14,84;48,82324811;2,523287671;G8;900
1397;T364;326;14,92;58,18313187;3,290410959;G8;900
1398;T364;326;14,92;60,1282534;3,969863014;G8;900
1399;T364;326;16,22;67,61454134;4,916666667;G8;900
1400;T364;326;17,66;81,75269344;5,833333333;G8;900
1401;T364;327;14,34;59,08096661;2,523287671;G8;900
1402;T364;327;15,32;69,19663782;3,290410959;G8;900
1403;T364;327;15,64;68,79200025;3,969863014;G8;900
1404;T364;327;15,58;71,54167277;4,916666667;G8;900
1405;T364;327;16,96;87,10917004;5,833333333;G8;900
1406;T364;328;14,62;58,52794405;2,523287671;G8;900
1407;T364;328;14,28;65,69496414;3,290410959;G8;900
1408;T364;328;14,24;62,92304018;3,969863014;G8;900
1409;T364;328;15,52;69,32149681;4,916666667;G8;900
1410;T364;328;17,2;83,19489888;5,833333333;G8;900
1411;T364;329;15,72;56,85852301;2,523287671;G8;900
1412;T364;329;16,22;66,61157595;3,290410959;G8;900
1413;T364;329;15,98;67,63913283;3,969863014;G8;900
1414;T364;329;15,56;67,37506164;4,916666667;G8;900
1415;T364;329;17,42;81,81261105;5,833333333;G8;900
1416;T364;330;15,06;60,31069223;2,523287671;G8;900
1417;T364;330;14,98;69,03238599;3,290410959;G8;900
1418;T364;330;15,8;69,26288831;3,969863014;G8;900
1419;T364;330;16,62;73,40788667;4,916666667;G8;900
1420;T364;330;17,58;86,17796211;5,833333333;G8;900
1421;T364;331;14,14;47,88207842;2,523287671;G8;900
1422;T364;331;15,4;64,45255907;3,290410959;G8;900
1423;T364;331;15,86;69,79162881;3,969863014;G8;900
1424;T364;331;17,36;82,73061323;4,916666667;G8;900
1425;T364;331;18,64;101,0687237;5,833333333;G8;900
1426;T365;332;16,22;60,3637932;2,515068493;G8;900
1427;T365;332;17,54;73,84107711;3,282191781;G8;900
1428;T365;332;16,82;74,81046484;3,961643836;G8;900
1429;T365;332;17;76,17309911;4,916666667;G8;900
1430;T365;332;18,9;92,43258854;5,833333333;G8;900
1431;T365;333;15,34;61,17236456;2,515068493;G8;900
1432;T365;333;16,14;73,68492061;3,282191781;G8;900
1433;T365;333;15,94;73,48725272;3,961643836;G8;900
1434;T365;333;17;77,52329989;4,916666667;G8;900
1435;T365;333;21,42;100,2987095;5,833333333;G8;900
1436;T365;334;15,5;68,55807258;2,512328767;G8;900
1437;T365;334;17,72;80,91436464;3,284931507;G8;900
1438;T365;334;18;85,2125628;3,961643836;G8;900
1439;T365;334;18;87,39784189;4,916666667;G8;900
1440;T365;334;23,3;116,5842671;5,833333333;G8;900
1441;T366;335;16,92;72,12152143;2,512328767;G6;900
1442;T366;335;18,38;89,50876371;3,282191781;G6;900
1443;T366;335;19,14;96,89910097;3,95890411;G6;900
1444;T366;335;18;96,0257307;4,916666667;G6;900
1445;T366;335;20,16;116,449743;5,833333333;G6;900
1446;T366;336;17,38;70,06883677;2,512328767;G6;900
1447;T366;336;18,2;100,1714276;3,284931507;G6;900
1448;T366;336;19,68;106,0815262;3,967123288;G6;900
1449;T366;336;20;105,1476735;4,916666667;G6;900
1450;T366;336;23,3;128,8036537;5,833333333;G6;900
1451;T366;337;15,48;68,88080047;2,509589041;G6;900
1452;T366;337;17,9;92,29122177;3,282191781;G6;900
1453;T366;337;19,54;100,6263275;3,95890411;G6;900
1454;T366;337;19;102,0681075;4,916666667;G6;900
1455;T366;337;23,84;125,7409213;5,833333333;G6;900
1456;T367;338;17,62;96,28622623;2,506849315;G14;900
1457;T367;338;20,86;136,8971637;3,276712329;G14;900
1458;T367;338;21,9;156,0844972;3,961643836;G14;900
1459;T367;338;23;179,4018981;4,916666667;G14;900
1460;T367;338;28,8;230,3828986;5,833333333;G14;900
1461;T367;339;18,04;99,55814884;2,506849315;G14;900
1462;T367;339;20,66;121,9935347;3,273972603;G14;900
1463;T367;339;22,06;144,2649002;3,953424658;G14;900
1464;T367;339;23;156,5579123;4,916666667;G14;900
1465;T367;339;25,32;194,9411328;5,833333333;G14;900
1466;T367;340;17,46;107,2227332;2,504109589;G14;900
1467;T367;340;20,44;132,9858707;3,276712329;G14;900
1468;T367;340;21,12;147,6682636;3,961643836;G14;900
1469;T367;340;22;155,4048338;4,916666667;G14;900
1470;T367;340;28,64;207,1317435;5,833333333;G14;900
1471;T368;341;16,91666667;93,71464408;2,421917808;G1;900
1472;T368;341;18,4;112,9635278;3,194520548;G1;900
1473;T368;341;19,98;126,1808733;3,879452055;G1;900
1474;T368;341;21;137,2847225;4,833333333;G1;900
1475;T368;341;25,2;181,7050778;5,75;G1;900
1476;T368;342;17,56;92,84434504;2,424657534;G1;900
1477;T368;342;18,68;113,5179035;3,194520548;G1;900
1478;T368;342;20,68;129,0616022;3,879452055;G1;900
1479;T368;342;21;135,1056606;4,833333333;G1;900
1480;T368;342;25,02;179,106138;5,75;G1;900
1481;T368;343;17,2;83,45727285;2,421917808;G1;900
1482;T368;343;19,18;119,7811704;3,191780822;G1;900
1483;T368;343;20,12;126,586492;3,879452055;G1;900
1484;T368;343;19;123,9583851;4,833333333;G1;900
1485;T368;343;21,74;152,6003329;5,833333333;G1;900
