cod;chave_talhao;parc;hd;volume;idade;genotipo;prec_mm
1;T7;1;18,98;106,4863868;2,695890411;G11;1400
2;T7;1;23,32;147,5765972;3,42739726;G11;1400
3;T7;1;24,5;179,435422;4,460273973;G11;1400
4;T7;1;24,94;188,5470289;5,42739726;G11;1400
5;T7;2;19,28;111,4038807;2,695890411;G11;1400
6;T7;2;20,5;156,9480158;3,42739726;G11;1400
7;T7;2;23,44;181,1193511;4,460273973;G11;1400
8;T7;2;23,5;181,6232572;5,430136986;G11;1400
9;T7;3;19,62;103,9301333;2,695890411;G11;1400
10;T7;3;23;150,9069822;3,42739726;G11;1400
11;T7;3;25,94;179,8642317;4,460273973;G11;1400
12;T7;3;25,06;185,6077195;5,42739726;G11;1400
13;T8;4;18,4;99,54909209;2,695890411;G11;1400
14;T8;4;19,9;140,8273907;3,42739726;G11;1400
15;T8;4;21,68;163,1759451;4,479452055;G11;1400
16;T8;4;21,56;154,6209789;5,446575342;G11;1400
17;T8;5;20,18;103,8455194;2,695890411;G11;1400
18;T8;5;22,58;150,8408561;3,42739726;G11;1400
19;T8;5;25,06666667;179,2253971;4,479452055;G11;1400
20;T8;5;26,62;195,912055;5,487671233;G11;1400
21;T1;6;21,24;111,0557791;2,695890411;G12;1400
22;T1;6;26,02;149,2543553;3,42739726;G12;1400
23;T1;6;28,34;170,7732518;4,487671233;G12;1400
24;T1;6;30,4;202,2005058;5,495890411;G12;1400
25;T2;7;17,18;107,670424;2,745205479;G12;1400
26;T2;7;21,32;142,1079204;3,476712329;G12;1400
27;T2;7;24;157,8547641;4,452054795;G12;1400
28;T2;7;23,44;160,9849493;5,460273973;G12;1400
29;T2;8;23,5;112,5307404;2,778082192;G12;1400
30;T2;8;26,66;143,1911393;3,476712329;G12;1400
31;T2;8;28,12;160,5099325;4,452054795;G12;1400
32;T2;8;29,62;188,3052804;5,460273973;G12;1400
33;T2;9;23;126,307077;2,745205479;G12;1400
34;T2;9;27,3;176,2989625;3,476712329;G12;1400
35;T2;9;30,08;196,6673317;4,452054795;G12;1400
36;T2;9;31,9;246,4828654;5,460273973;G12;1400
37;T3;10;18,82;110,2647308;2,671232877;G12;1400
38;T3;10;22,52;148,0140167;3,402739726;G12;1400
39;T3;10;24;169,7181661;4,452054795;G12;1400
40;T3;10;26,72;190,8530048;5,460273973;G12;1400
41;T3;11;18,8;121,2361324;2,704109589;G12;1400
42;T3;11;23,96;165,6685892;3,402739726;G12;1400
43;T3;11;25,18333333;188,118364;4,452054795;G12;1400
44;T3;11;26,04;213,2570371;5,460273973;G12;1400
45;T3;12;17,74;99,41655885;2,671232877;G12;1400
46;T3;12;22,1;141,2977367;3,402739726;G12;1400
47;T3;12;24,05;162,6178898;4,452054795;G12;1400
48;T3;12;24,68;170,5492916;5,460273973;G12;1400
49;T4;13;15,94;103,2966688;2,701369863;G20;1400
50;T4;13;19,14;155,5640696;3,432876712;G20;1400
51;T4;13;22,1;156,3344653;4,545205479;G20;1400
52;T4;13;23,44;174,8866331;5,515068493;G20;1400
53;T4;14;18,1;106,7269714;2,734246575;G20;1400
54;T4;14;20,18;151,815459;3,432876712;G20;1400
55;T4;14;22;168,8067156;4,545205479;G20;1400
56;T4;14;24,46;200,8121324;5,515068493;G20;1400
57;T5;15;18,26;110,4947959;2,698630137;G20;1400
58;T5;15;20,42;155,418094;3,397260274;G20;1400
59;T5;15;22,64;183,2827712;4,452054795;G20;1400
60;T5;15;24,44;197,0553941;5,421917808;G20;1400
61;T5;16;18,18333333;113,4646804;2,698630137;G20;1400
62;T5;16;19,92;161,363144;3,397260274;G20;1400
63;T5;16;23;194,9618678;4,452054795;G20;1400
64;T5;16;25,08;212,5985016;5,421917808;G20;1400
65;T5;17;17,94;99,0713167;2,698630137;G20;1400
66;T5;17;20,64;142,8694007;3,397260274;G20;1400
67;T5;17;23,65;165,1955566;4,452054795;G20;1400
68;T5;17;24,64;196,7274436;5,421917808;G20;1400
69;T5;18;16,58;98,08584437;2,698630137;G20;1400
70;T5;18;19,7;143,8991167;3,397260274;G20;1400
71;T5;18;21,5;151,2098946;4,452054795;G20;1400
72;T5;18;24,08;187,3521659;5,421917808;G20;1400
73;T6;19;21,86;123,1674849;2,665753425;G9;1400
74;T6;19;23,9;164,697688;3,364383562;G9;1400
75;T6;19;27,88;203,0751719;4,452054795;G9;1400
76;T6;19;26,38;215,1532274;5,421917808;G9;1400
77;T202;20;18,66;101,4262758;2,767123288;G13;1400
78;T202;20;22,28;126,0759087;3,515068493;G13;1400
79;T202;20;24,24;163,563907;4,476712329;G13;1400
80;T202;20;26;198,8556661;5,416666667;G13;1400
81;T202;21;19,34;109,5865678;2,764383562;G13;1400
82;T202;21;21,04;137,6802897;3,515068493;G13;1400
83;T202;21;22,78;152,5898395;4,476712329;G13;1400
84;T202;21;24,5;196,2054259;5,416666667;G13;1400
85;T202;22;20,94;109,1255426;2,767123288;G13;1400
86;T202;22;22,8;133,9433221;3,515068493;G13;1400
87;T202;22;23,54;148,2207724;4,476712329;G13;1400
88;T202;22;24,3;182,4555295;5,416666667;G13;1400
89;T210;23;20,9;97,66739374;2,75890411;G13;1400
90;T210;23;21,25;122,9493303;3,506849315;G13;1400
91;T210;23;23,02;141,7753779;4,468493151;G13;1400
92;T210;23;24,56;178,857108;5,416666667;G13;1400
93;T210;24;21,08;117,9245934;2,75890411;G13;1400
94;T210;24;23,06;150,5087535;3,506849315;G13;1400
95;T210;24;22,82;160,8754889;4,468493151;G13;1400
96;T210;24;24,5;203,7829789;5,416666667;G13;1400
97;T210;25;21,22;104,996146;2,75890411;G13;1400
98;T210;25;21,72;134,6267904;3,506849315;G13;1400
99;T210;25;22,3;143,9284782;4,468493151;G13;1400
100;T210;25;22,3;163,9693672;5,416666667;G13;1400
101;T219;26;18,48333333;95,75299028;2,75890411;G13;1400
102;T219;26;22,14;127,8840016;3,506849315;G13;1400
103;T219;26;22,82;148,0573136;4,471232877;G13;1400
104;T219;26;26,28;196,0308603;5,416666667;G13;1400
105;T219;27;19,7;109,0903726;2,75890411;G13;1400
106;T219;27;22,74;145,3742155;3,509589041;G13;1400
107;T219;27;23,24;157,2120404;4,468493151;G13;1400
108;T219;27;24;182,9757225;5,416666667;G13;1400
109;T219;28;20,78;103,5896827;2,756164384;G13;1400
110;T219;28;22,26;128,2585727;3,506849315;G13;1400
111;T219;28;23,32;143,321769;4,468493151;G13;1400
112;T219;28;23;160,9957752;5,416666667;G13;1400
113;T219;29;21,78;111,9959788;2,75890411;G13;1400
114;T219;29;23,74;144,2922383;3,506849315;G13;1400
115;T219;29;23,78;153,0952959;4,468493151;G13;1400
116;T219;29;23;172,3618976;5,416666667;G13;1400
117;T223;30;20,1;100,9791108;2,761643836;G9;1400
118;T223;30;23,92;134,4420216;3,512328767;G9;1400
119;T223;30;23,76;153,5230714;4,473972603;G9;1400
120;T223;30;26;191,1892502;5,416666667;G9;1400
121;T224;31;19,82;99,29545946;2,745205479;G9;1400
122;T224;31;23,12;131,5646568;3,495890411;G9;1400
123;T224;31;23,64;147,5072068;4,457534247;G9;1400
124;T224;31;25;175,7937057;5,416666667;G9;1400
125;T225;32;22,22;121,7332346;2,756164384;G13;1400
126;T225;32;22,82;149,436185;3,506849315;G13;1400
127;T225;32;23,72;172,8277196;4,465753425;G13;1400
128;T225;32;25;196,1836327;5,416666667;G13;1400
129;T225;33;18,84;106,9151042;2,756164384;G13;1400
130;T225;33;22,82;148,8679161;3,506849315;G13;1400
131;T225;33;22,6;166,7504105;4,468493151;G13;1400
132;T225;33;25;192,7774176;5,416666667;G13;1400
133;T225;34;21,26;104,9985696;2,756164384;G13;1400
134;T225;34;22,44;122,7677528;3,504109589;G13;1400
135;T225;34;23;135,8892145;4,465753425;G13;1400
136;T225;34;24;160,6442527;5,416666667;G13;1400
137;T226;35;22,725;124,9308633;2,736986301;G13;1400
138;T226;35;23,5;141,913587;3,487671233;G13;1400
139;T226;35;22,88;151,4180076;4,449315068;G13;1400
140;T226;35;24;178,2236631;5,416666667;G13;1400
141;T226;36;21;127,874975;2,736986301;G13;1400
142;T226;36;22,92;160,7819753;3,487671233;G13;1400
143;T226;36;23,28;173,8669797;4,449315068;G13;1400
144;T226;36;24;198,2368397;5,416666667;G13;1400
145;T226;37;23,44;113,4564134;2,736986301;G13;1400
146;T226;37;23,84;134,4433185;3,487671233;G13;1400
147;T226;37;22,4;135,9048598;4,449315068;G13;1400
148;T226;37;24;158,1426469;5,416666667;G13;1400
149;T227;38;21,04;107,1021246;2,775342466;G13;1400
150;T227;38;20,62;121,6115904;3,523287671;G13;1400
151;T227;38;21,8;148,5591291;4,487671233;G13;1400
152;T227;38;25;185,365193;5,416666667;G13;1400
153;T227;39;21,32;109,8689204;2,775342466;G13;1400
154;T227;39;21,8;142,3449737;3,523287671;G13;1400
155;T227;39;22,08;153,375222;4,487671233;G13;1400
156;T227;39;25;196,1744825;5,416666667;G13;1400
157;T227;40;22,48;110,2948602;2,775342466;G13;1400
158;T227;40;23,96;139,8678264;3,523287671;G13;1400
159;T227;40;23,5;153,3144101;4,487671233;G13;1400
160;T227;40;25;193,5488457;5,416666667;G13;1400
161;T203;41;21,775;122,1649647;2,778082192;G13;1400
162;T203;41;20,98;140,5728867;3,526027397;G13;1400
163;T203;41;23,92;167,6208806;4,490410959;G13;1400
164;T203;41;25;203,3266482;5,416666667;G13;1400
165;T203;42;22,56;126,2830123;2,778082192;G13;1400
166;T203;42;23,88;155,5624575;3,526027397;G13;1400
167;T203;42;23,58;171,6818618;4,493150685;G13;1400
168;T203;42;26;210,5586096;5,416666667;G13;1400
169;T203;43;23,16;126,2973102;2,778082192;G13;1400
170;T203;43;23,91666667;148,7005721;3,526027397;G13;1400
171;T203;43;24,06;168,019734;4,493150685;G13;1400
172;T203;43;26;205,7853128;5,416666667;G13;1400
173;T204;44;19,66;105,9183229;2,764383562;G7;1400
174;T204;44;20,7;144,8392795;3,515068493;G7;1400
175;T204;44;23,18;168,7051196;4,490410959;G7;1400
176;T204;44;26;211,8896435;5,416666667;G7;1400
177;T205;45;19,46;124,7368714;2,745205479;G7;1400
178;T205;45;23,56;165,008556;3,493150685;G7;1400
179;T205;45;23,18;180,7574175;4,471232877;G7;1400
180;T205;45;26;227,4641702;5,416666667;G7;1400
181;T206;46;19,55;81,05074699;2,695890411;G6;1400
182;T206;46;21,48;107,8060699;3,443835616;G6;1400
183;T206;46;22,78;118,822759;4,421917808;G6;1400
184;T206;46;26;153,8224116;5,333333333;G6;1400
185;T207;47;20,92;100,8771284;2,742465753;G11;1400
186;T207;47;21,11666667;117,7739898;3,490410959;G11;1400
187;T207;47;23,42;141,5542749;4,468493151;G11;1400
188;T207;47;26;180,1817375;5,416666667;G11;1400
189;T207;48;19,1;107,8977398;2,742465753;G11;1400
190;T207;48;19,23333333;128,298804;3,490410959;G11;1400
191;T207;48;20,4;134,7991009;4,457534247;G11;1400
192;T207;48;24;180,135976;5,416666667;G11;1400
193;T207;49;20,22;103,5299955;2,742465753;G11;1400
194;T207;49;23,87142857;123,7596177;3,490410959;G11;1400
195;T207;49;23,58;142,1615492;4,468493151;G11;1400
196;T207;49;27;188,8104688;5,416666667;G11;1400
197;T208;50;18,98;94,53149379;2,742465753;G11;1400
198;T208;50;20,72;126,6367983;3,490410959;G11;1400
199;T208;50;21,16;134,9367937;4,457534247;G11;1400
200;T208;50;24;173,3869364;5,416666667;G11;1400
201;T208;51;20,3;110,4351255;2,742465753;G11;1400
202;T208;51;21,94;141,9755376;3,490410959;G11;1400
203;T208;51;22,82;157,1273587;4,457534247;G11;1400
204;T208;51;25;194,8796898;5,416666667;G11;1400
205;T208;52;19,8;120,1246694;2,742465753;G11;1400
206;T208;52;20,32;150,8985075;3,490410959;G11;1400
207;T208;52;21,78;163,4782023;4,457534247;G11;1400
208;T208;52;26;219,4451003;5,416666667;G11;1400
209;T208;53;20,02;111,2326502;2,742465753;G11;1400
210;T208;53;22,76666667;142,0333948;3,490410959;G11;1400
211;T208;53;23,08;152,5729561;4,457534247;G11;1400
212;T208;53;26;187,4677926;5,416666667;G11;1400
213;T209;54;21,45;108,5058314;2,802739726;G13;1400
214;T209;54;21,81666667;126,1009198;3,550684932;G13;1400
215;T209;54;22,52;146,6419494;4,517808219;G13;1400
216;T209;54;25;185,2034504;5,5;G13;1400
217;T209;55;22,04;110,5116103;2,802739726;G13;1400
218;T209;55;21,1;106,3521369;3,550684932;G13;1400
219;T209;55;21,56;135,0035963;4,517808219;G13;1400
220;T209;55;24;157,9105614;5,5;G13;1400
221;T209;56;21,08;106,6545224;2,802739726;G13;1400
222;T209;56;20,4;131,8895978;3,550684932;G13;1400
223;T209;56;21,56;145,7549196;4,517808219;G13;1400
224;T209;56;25;191,4926913;5,5;G13;1400
225;T211;57;20,74;102,4884354;2,808219178;G13;1400
226;T211;57;20,72;125,9616507;3,556164384;G13;1400
227;T211;57;22,08;146,5100186;4,523287671;G13;1400
228;T211;57;25;189,2552524;5,5;G13;1400
229;T212;58;21,75;112,2827536;2,676712329;G1;1400
230;T212;58;23,68;149,7773957;3,42739726;G1;1400
231;T212;58;25,16;174,6050878;4,405479452;G1;1400
232;T212;58;28;217,4258941;5,333333333;G1;1400
233;T212;59;20,46;107,5747571;2,676712329;G1;1400
234;T212;59;21,71666667;118,9915026;3,42739726;G1;1400
235;T212;59;24,64;150,6836939;4,408219178;G1;1400
236;T212;59;26;187,5701019;5,333333333;G1;1400
237;T212;60;20,12;122,4896071;2,676712329;G1;1400
238;T212;60;22,76;161,302545;3,42739726;G1;1400
239;T212;60;23,08;178,5039898;4,408219178;G1;1400
240;T212;60;26;195,3463183;5,333333333;G1;1400
241;T212;61;21,92;116,8221745;2,676712329;G1;1400
242;T212;61;22,44;159,3197031;3,42739726;G1;1400
243;T212;61;26,2;185,9697325;4,405479452;G1;1400
244;T212;61;28;230,622946;5,333333333;G1;1400
245;T213;62;19,52;119,379365;2,684931507;G1;1400
246;T213;62;21,36;156,0637189;3,435616438;G1;1400
247;T213;62;23,42;186,6646072;4,416438356;G1;1400
248;T213;62;27;215,4368456;5,333333333;G1;1400
249;T213;63;20,72;124,3734137;2,684931507;G1;1400
250;T213;63;23,9;157,5154503;3,435616438;G1;1400
251;T213;63;24,2;185,0715202;4,416438356;G1;1400
252;T213;63;27;215,6987361;5,333333333;G1;1400
253;T213;64;20,38;132,9362688;2,684931507;G1;1400
254;T213;64;23,78;176,7778715;3,435616438;G1;1400
255;T213;64;23,92;206,9323461;4,416438356;G1;1400
256;T213;64;27;246,2154599;5,333333333;G1;1400
257;T214;65;19,32;100,5183733;2,761643836;G12;1400
258;T214;65;21,54;113,9247713;3,512328767;G12;1400
259;T214;65;21,86;121,6958465;4,487671233;G12;1400
260;T214;65;25;155,1481668;5,416666667;G12;1400
261;T215;66;21,76;115,6789341;2,761643836;G14;1400
262;T215;66;25,45;155,6711626;3,512328767;G14;1400
263;T215;66;29,56;206,6162427;4,490410959;G14;1400
264;T215;66;31;216,1961525;5,416666667;G14;1400
265;T215;67;21,02;120,1077328;2,75890411;G14;1400
266;T215;67;25,82;160,6259147;3,512328767;G14;1400
267;T215;67;26,6;194,0959737;4,490410959;G14;1400
268;T215;67;31;237,4947626;5,416666667;G14;1400
269;T216;68;20,575;90,79058985;2,761643836;G12;1400
270;T216;68;23,74;130,1439955;3,512328767;G12;1400
271;T216;68;25,82;156,7069594;4,487671233;G12;1400
272;T216;68;30;207,2916191;5,416666667;G12;1400
273;T217;69;24,52;130,8140519;2,761643836;G14;1400
274;T217;69;29,1;162,8721006;3,512328767;G14;1400
275;T217;69;28,94;214,5071216;4,487671233;G14;1400
276;T217;69;32;167,9406618;5,416666667;G14;1400
277;T217;70;20,26;130,9161215;2,761643836;G14;1400
278;T217;70;23,64;154,4338249;3,512328767;G14;1400
279;T217;70;25,66;192,033392;4,487671233;G14;1400
280;T217;70;28;173,9445327;5,416666667;G14;1400
281;T218;71;20,76;121,4428527;2,756164384;G12;1400
282;T218;71;21,66;144,2216179;3,506849315;G12;1400
283;T218;71;25,1;164,2834245;4,482191781;G12;1400
284;T218;71;26;188,7991396;5,416666667;G12;1400
285;T220;72;20,6;103,8543255;2,761643836;G12;1400
286;T220;72;23,32;107,9564598;3,512328767;G12;1400
287;T220;72;23,1;135,1236153;4,487671233;G12;1400
288;T220;72;25;163,2741062;5,416666667;G12;1400
289;T221;73;17,94;85,81726426;2,698630137;G6;1400
290;T221;73;19,22;117,5232665;3,449315068;G6;1400
291;T221;73;22,02;127,6474099;4,42739726;G6;1400
292;T221;73;24;157,51863;5,333333333;G6;1400
293;T221;74;18,7;86,05238084;2,698630137;G6;1400
294;T221;74;19,5;108,595303;3,449315068;G6;1400
295;T221;74;23,64;132,4229887;4,42739726;G6;1400
296;T221;74;26;163,5052859;5,333333333;G6;1400
297;T221;75;19,44;73,07568851;2,698630137;G6;1400
298;T221;75;23,28;102,8209967;3,449315068;G6;1400
299;T221;75;24,54;118,3945235;4,42739726;G6;1400
300;T221;75;26;149,3380185;5,333333333;G6;1400
301;T222;76;21,4;94,10833406;2,756164384;G12;1400
302;T222;76;25,4;130,1877688;3,506849315;G12;1400
303;T222;76;26,94;151,6468494;4,484931507;G12;1400
304;T222;76;29;196,2716285;5,416666667;G12;1400
305;T222;77;21,06;101,1428473;2,756164384;G12;1400
306;T222;77;24,58;137,5803011;3,506849315;G12;1400
307;T222;77;24,4;155,577058;4,484931507;G12;1400
308;T222;77;29;205,1968709;5,416666667;G12;1400
309;T222;78;20,24;88,81396577;2,756164384;G12;1400
310;T222;78;23,52;119,473801;3,506849315;G12;1400
311;T222;78;25,36;138,6801954;4,484931507;G12;1400
312;T222;78;28;171,0783356;5,416666667;G12;1400
313;T240;79;16,52;93,19161421;2,657534247;G21;1500
314;T240;79;18,86;121,6625721;3,632876712;G21;1500
315;T240;79;22,66;155,8615497;4,369863014;G21;1500
316;T240;79;23,8;189,1829607;5,476712329;G21;1500
317;T240;80;15,86;92,911553;2,657534247;G21;1500
318;T240;80;18,32;123,2931275;3,632876712;G21;1500
319;T240;80;22;161,5514807;4,369863014;G21;1500
320;T240;80;22,58;185,2099977;5,476712329;G21;1500
321;T240;81;16,88;102,7268763;2,657534247;G21;1500
322;T240;81;19,56;132,3339493;3,632876712;G21;1500
323;T240;81;21,98333333;168,9347149;4,369863014;G21;1500
324;T240;81;22,88;192,5310498;5,476712329;G21;1500
325;T241;82;17,68;108,4950904;2,663013699;G21;1500
326;T241;82;19,74;140,5926641;3,632876712;G21;1500
327;T241;82;23,6;180,0314663;4,369863014;G21;1500
328;T241;82;24,48;215,8267833;5,476712329;G21;1500
329;T241;83;15,84;93,0502098;2,663013699;G21;1500
330;T241;83;19,32;125,7932433;3,632876712;G21;1500
331;T241;83;23,2;165,0731616;4,369863014;G21;1500
332;T241;83;24,56;200,3585274;5,476712329;G21;1500
333;T242;84;18,54;113,5927088;2,663013699;G20;1500
334;T242;84;20,7;160,0426051;3,632876712;G20;1500
335;T242;84;23,36;198,6801561;4,369863014;G20;1500
336;T242;84;26,7;244,2803993;5,476712329;G20;1500
337;T242;84;27;270,5022502;6,25;G20;1500
338;T242;85;16,56;102,6699993;2,663013699;G20;1500
339;T242;85;18,025;140,0209619;3,632876712;G20;1500
340;T242;85;20,96;104,2227235;4,369863014;G20;1500
341;T242;85;23,18;195,3616077;5,476712329;G20;1500
342;T242;85;24;162,0931205;6,25;G20;1500
343;T242;86;16,92;118,2260539;2,657534247;G20;1500
344;T242;86;19,5;167,9902659;3,632876712;G20;1500
345;T242;86;24,28;192,7416036;4,369863014;G20;1500
346;T242;86;27,32;257,8531102;5,476712329;G20;1500
347;T242;86;28;230,6177239;6,25;G20;1500
348;T242;87;15,94;111,8909245;2,657534247;G20;1500
349;T242;87;18,82;160,7379707;3,632876712;G20;1500
350;T242;87;21,34;150,5431745;4,369863014;G20;1500
351;T242;87;23,58;220,4888253;5,476712329;G20;1500
352;T242;87;26;223,838909;6,25;G20;1500
353;T237;88;19;109,4359208;2,706849315;G20;1500
354;T237;88;24,06;143,2698081;3,454794521;G20;1500
355;T237;88;25,12;190,9510769;4,542465753;G20;1500
356;T237;88;30;268,1674346;5,333333333;G20;1500
357;T237;88;30;282,7849151;6,333333333;G20;1500
358;T237;89;18,36;122,3556761;2,706849315;G20;1500
359;T237;89;22,8;148,1165273;3,449315068;G20;1500
360;T237;89;25,96;218,1652257;4,542465753;G20;1500
361;T237;89;26;256,2069722;5,333333333;G20;1500
362;T237;89;29,6;309,3873273;6,333333333;G20;1500
363;T237;90;18,42;111,9408817;2,706849315;G20;1500
364;T237;90;20,81666667;134,9229737;3,449315068;G20;1500
365;T237;90;25,1;189,0347367;4,542465753;G20;1500
366;T237;90;27;234,5675827;5,333333333;G20;1500
367;T237;90;28,86;271,9450289;6,333333333;G20;1500
368;T238;91;19,06;129,8690127;2,706849315;G20;1500
369;T238;91;22,88;164,1489158;3,449315068;G20;1500
370;T238;91;25,82;226,4449134;4,542465753;G20;1500
371;T238;91;30;288,3084001;5,333333333;G20;1500
372;T238;91;29,52;330,9924169;6,333333333;G20;1500
373;T239;92;18,46;109,143572;2,709589041;G20;1500
374;T239;92;21,58;155,7160571;3,452054795;G20;1500
375;T239;92;25,82;204,859046;4,545205479;G20;1500
376;T239;92;29;265,9963373;5,333333333;G20;1500
377;T239;92;32,64;323,9639689;6,333333333;G20;1500
378;T239;93;17,88;115,9647541;2,709589041;G20;1500
379;T239;93;21,54;152,040343;3,452054795;G20;1500
380;T239;93;26,08;215,0637057;4,545205479;G20;1500
381;T239;93;30;277,1665802;5,333333333;G20;1500
382;T239;93;30,1;343,5860952;6,333333333;G20;1500
383;T234;94;17,9;118,6978464;2,706849315;G20;1500
384;T234;94;21,5;149,534162;3,449315068;G20;1500
385;T234;94;24,3;197,7187486;4,542465753;G20;1500
386;T234;94;27;254,5594124;5,333333333;G20;1500
387;T234;94;30,18;330,8862339;6,333333333;G20;1500
388;T234;95;18,02;116,2611741;2,706849315;G20;1500
389;T234;95;22,08;151,9332646;3,449315068;G20;1500
390;T234;95;23,58;198,7821491;4,542465753;G20;1500
391;T234;95;27;252,8841586;5,333333333;G20;1500
392;T234;95;27,16;289,7222429;6,333333333;G20;1500
393;T235;96;17,26;106,8953355;2,706849315;G20;1500
394;T235;96;21,64;140,476019;3,449315068;G20;1500
395;T235;96;22,88;191,5159265;4,542465753;G20;1500
396;T235;96;23;215,0360838;5,333333333;G20;1500
397;T235;96;28,02;278,3750923;6,333333333;G20;1500
398;T235;97;17,7;115,2684185;2,706849315;G20;1500
399;T235;97;21,92;146,0666621;3,449315068;G20;1500
400;T235;97;24,72;203,8315795;4,542465753;G20;1500
401;T235;97;29;269,6044196;5,333333333;G20;1500
402;T235;98;18,12;104,5841453;2,706849315;G20;1500
403;T235;98;22,18333333;137,0911675;3,449315068;G20;1500
404;T235;98;25,6;206,5005491;4,542465753;G20;1500
405;T235;98;27;244,1391524;5,333333333;G20;1500
406;T235;98;28,1;286,9162618;6,333333333;G20;1500
407;T236;99;18,84;117,6103296;2,706849315;G20;1500
408;T236;99;24,24;154,7970904;3,449315068;G20;1500
409;T236;99;24,8;208,7721836;4,542465753;G20;1500
410;T236;99;27;256,6572902;5,333333333;G20;1500
411;T236;99;29,24;322,788346;6,333333333;G20;1500
412;T236;100;18,56;123,1414016;2,706849315;G20;1500
413;T236;100;21,1;156,5427462;3,449315068;G20;1500
414;T236;100;25,28;226,6873755;4,542465753;G20;1500
415;T236;100;27;259,7419695;5,333333333;G20;1500
416;T236;100;28,24;316,0719014;6,333333333;G20;1500
417;T228;101;17,8;113,676243;2,712328767;G20;1400
418;T228;101;20,92;146,4545904;3,490410959;G20;1400
419;T228;101;22,62;172,7446126;4,465753425;G20;1400
420;T228;101;24;192,1352803;5,25;G20;1400
421;T228;102;17,66;98,35972223;2,712328767;G20;1400
422;T228;102;21,34;136,5285869;3,490410959;G20;1400
423;T228;102;22,06;150,4561187;4,465753425;G20;1400
424;T228;102;24;172,1304141;5,25;G20;1400
425;T229;103;17,54;98,52970031;2,715068493;G20;1400
426;T229;103;20,26;128,6608215;3,493150685;G20;1400
427;T229;103;23,9;162,7408979;4,468493151;G20;1400
428;T229;103;25;194,7347398;5,25;G20;1400
429;T229;104;17,86;112,956;2,715068493;G20;1400
430;T229;104;19,86;145,0677777;3,493150685;G20;1400
431;T229;104;23,88;182,0949539;4,468493151;G20;1400
432;T229;104;24;204,6072825;5,25;G20;1400
433;T229;105;18,66;112,5871251;2,715068493;G20;1400
434;T229;105;26,06;154,4985159;3,493150685;G20;1400
435;T229;105;23,78;173,5726819;4,468493151;G20;1400
436;T229;105;27;219,816717;5,25;G20;1400
437;T230;106;17,1;106,4779995;2,709589041;G20;1400
438;T230;106;19,9;131,370941;3,487671233;G20;1400
439;T230;106;20,96;144,6453541;4,463013699;G20;1400
440;T230;106;24;177,158516;5,25;G20;1400
441;T230;107;18,38;112,2974584;2,709589041;G20;1400
442;T230;107;23,08;143,3354239;3,487671233;G20;1400
443;T230;107;25,12;180,43544;4,463013699;G20;1400
444;T230;107;29;228,347019;5,25;G20;1400
445;T230;108;14,84;76,85509315;2,709589041;G20;1400
446;T230;108;17,78;94,28070238;3,487671233;G20;1400
447;T230;108;21,22;140,9787879;4,463013699;G20;1400
448;T230;108;23;150,4752789;5,25;G20;1400
449;T231;109;17,96;120,6939995;2,709589041;G20;1400
450;T231;109;22,48;145,4831203;3,487671233;G20;1400
451;T231;109;23,82;176,0638615;4,463013699;G20;1400
452;T231;109;26;210,8574496;5,25;G20;1400
453;T231;110;16,58;91,29940077;2,709589041;G20;1400
454;T231;110;21,35;121,4246627;3,487671233;G20;1400
455;T231;110;23,46;154,9218941;4,463013699;G20;1400
456;T231;110;26;199,2259923;5,25;G20;1400
457;T232;111;19,6;135,8942307;2,715068493;G20;1400
458;T232;111;23,08;172,061477;3,493150685;G20;1400
459;T232;111;25,26;218,6383792;4,471232877;G20;1400
460;T232;111;28;268,9633745;5,25;G20;1400
461;T233;112;19,24;141,0385324;2,715068493;G20;1400
462;T233;112;21,38;167,5944053;3,493150685;G20;1400
463;T233;112;23,9;203,9081036;4,471232877;G20;1400
464;T233;112;26;233,9716711;5,25;G20;1400
465;T233;113;18,12;123,2806475;2,715068493;G20;1400
466;T233;113;19,41666667;150,3617386;3,493150685;G20;1400
467;T233;113;22,04;184,6283882;4,471232877;G20;1400
468;T233;113;24;206,3515984;5,25;G20;1400
469;T400;114;19,72;108,2355994;2,769863014;G9;1400
470;T400;114;21,38;132,9755306;3,528767123;G9;1400
471;T400;114;21,36;142,974826;4,449315068;G9;1400
472;T400;114;24;165,986838;5,416666667;G9;1400
473;T400;115;19,78;96,46735882;2,769863014;G9;1400
474;T400;115;19,92;103,6966801;3,528767123;G9;1400
475;T400;115;21,22;130,4306577;4,449315068;G9;1400
476;T400;115;22;147,6236057;5,416666667;G9;1400
477;T400;116;17,78;98,86110735;2,769863014;G9;1400
478;T400;116;18,12;117,524848;3,528767123;G9;1400
479;T400;116;20,64;133,0239493;4,449315068;G9;1400
480;T400;116;23;127,0415174;5,416666667;G9;1400
481;T400;117;17,94;85,41006872;2,769863014;G9;1400
482;T400;117;18,78;98,05419255;3,528767123;G9;1400
483;T400;117;20,14;110,8155666;4,449315068;G9;1400
484;T400;117;21;133,7593227;5,416666667;G9;1400
485;T403;118;19,1;109,1912165;2,775342466;G14;1400
486;T403;118;20,84;129,8703964;3,534246575;G14;1400
487;T403;118;22,96;162,1707372;4,454794521;G14;1400
488;T403;118;26;198,9208772;5,416666667;G14;1400
489;T403;119;18,76;103,7453759;2,775342466;G14;1400
490;T403;119;21,2;131,6657231;3,534246575;G14;1400
